name,height,weight,position,school,city,state,score,nat_rank,pos_rank,state_rank,website,school_offer
Sam Turner,6-1 ,195,WR,Southwest DeKalb,Decatur,GA,0.8925,436,63,58,247,Georgia
Tyler Williams,6-1 ,205,WR,Armwood,Seffner,FL,0.8917,452,65,61,247,Georgia
Daylyn Upshaw,5-11.5 ,180,WR,Central,Phenix City,AL,0.8903,470,67,19,247,Georgia
Koby Howard,5-11 ,185,WR,Chaminade-Madonna,Hollywood,FL,0.89,473,68,62,247,Georgia
Taz Williams Jr,6-0 ,190,WR,Red Oak,Red Oak,TX,0.8883,502,73,73,247,Georgia
Eugene Hilton Jr.,6-2 ,195,WR,Zionsville,Zionsville,IN,0.8883,502,73,9,247,Georgia
Tristan Norman,6-0 ,167,WR,Carver,Montgomery,AL,0.8861,532,79,23,247,Georgia
Cameron Sparks,6-3 ,205,WR,Baylor School,Chattanooga,TN,0.8825,588,29,20,247,Georgia
Joakim Dodson,6-0 ,185,WR,Baylor School,Chattanooga,TN,0.8817,609,91,21,247,Georgia
Ja'Kayden Ferguson,6-2 ,175,WR,Fort Bend Marshall,Missouri City,TX,0.88,640,30,86,247,Georgia
Waden Charles,6-2 ,185,WR,Somerset Academy Canyons,Boynton Beach,FL,0.8783,689,102,86,247,Georgia
Jordan Allen,5-8 ,170,WR,Buford,Buford,GA,0.8761,739,108,93,247,Georgia
Braswell Thomas,6-2 ,185,WR,Pleasantville,Pleasantville,NJ,0.8753,758,61,22,247,Georgia
Semaj Fleming,5-10 ,175,WR,Edgewater,Orlando,FL,0.8744,784,114,97,247,Georgia
Jaden Nickens,6-3 ,190,WR,Sierra Canyon,Chatsworth,CA,0.8739,810,118,62,247,Georgia
Tavian McNair,6-2 ,180,WR,Centennial,Corona,CA,0.8703,925,134,69,247,Georgia
Santonyo Isaac,5-11.5 ,165,WR,Tampa Bay Tech,Tampa,FL,0.87,934,137,116,247,Georgia
Maurice Gleaton Jr.,5-10 ,160,WR,Langston Hughes,Fairburn,GA,0.87,934,137,107,247,Georgia
Gerritt Kemp,6-3 ,185,WR,Hebron Christian Academy,Dacula,GA,0.87,934,52,107,247,Georgia
Sah'nye Degraffenreidt,6-0 ,185,WR,Atlantic City,Atlantic City,NJ,0.8664,1055,151,28,247,Georgia
Nasir Newkirk,6-2 ,185,WR,Dudley,Greensboro,NC,0.8647,1112,156,26,247,Georgia
Kamryn Jones,6-2 ,180,WR,Rancho Cucamonga,Rancho Cucamonga,CA,0.86,1304,177,98,247,Georgia
James Johnson,5-10 ,181,WR,Douglas County,Douglasville,GA,0.86,1304,84,149,247,Georgia
Edward Coleman,5-10 ,194,WR,Calvary Day School,Savannah,GA,0.8585,1374,182,157,247,Georgia
David Rodriguez,6-1 ,165,WR,St. Frances Academy,Baltimore,MD,NA,NA,NA,NA,247,Georgia
Elyiss Williams,6-7 ,235,TE,Camden County,Kingsland,GA,0.96,49,4,8,247,Georgia
Ethan Barbour,6-3 ,235,TE,Milton,Alpharetta,GA,0.91,NA,14,37,247,Georgia
Nate Roberts,6-4 ,235,TE,Washington,Washington,OK,0.9,NA,18,5,247,Georgia
Jack Van Dorselaer,6-5 ,230,TE,Southlake Carroll,Southlake,TX,0.9,NA,17,47,247,Georgia
Bear Tenney,6-5.5 ,255,TE,Lone Peak,American Fork,UT,0.87,NA,56,10,247,Georgia
Michael Fasusi,6-5 ,295,OT,Lewisville,Lewisville,TX,0.98,8,1,4,247,Georgia
Andrew Babalola,6-6 ,290,OT,Blue Valley Northwest,Overland Park,KS,0.98,10,2,1,247,Georgia
David Sanders Jr.,6-6 ,290,OT,Providence Day School,Charlotte,NC,0.98,11,3,1,247,Georgia
Juan Gaston,6-7 ,365,OT,Westlake,Atlanta,GA,0.98,18,4,4,247,Georgia
Lamont Rogers,6-6 ,325,OT,Horn,Mesquite,TX,0.98,26,7,9,247,Georgia
Josh Petty,6-5 ,265,OT,Fellowship Christian School,Roswell,GA,0.98,29,8,6,247,Georgia
Will Black,6-7 ,295,OT,Choate Rosemary Hall,Wallingford,CT,0.97,37,9,1,247,Georgia
Ty Haywood,6-5 ,285,OT,Ryan,Denton,TX,0.97,42,10,12,247,Georgia
Brayden Jacobs,6-7 ,310,OT,Milton,Alpharetta,GA,0.96,55,11,9,247,Georgia
Carius Curne,6-4 ,301,OT,Marion,Marion,AR,0.96,67,3,1,247,Georgia
Carter Lowe,6-5 ,325,OT,Whitmer,Toledo,OH,0.96,72,14,3,247,Georgia
Ziyare Addison,6-5 ,290,OT,Carrollwood Day,Tampa,FL,0.95,102,15,14,247,Georgia
Jack Lange,6-7 ,295,OT,Eureka,Eureka,MO,0.94,115,16,1,247,Georgia
Jaylen Gilchrist,6-4.5 ,295,OT,Salem,Virginia Beach,VA,0.94,120,6,2,247,Georgia
Zac Stascausky,6-6 ,275,OT,Central Catholic,Portland,OR,0.93,154,18,1,247,Georgia
Douglas Utu,6-4 ,317,OT,Bishop Gorman,Las Vegas,NV,0.93,161,9,3,247,Georgia
Tyler Miller,6-5 ,315,OT,Laurel,Laurel,MS,0.91,222,22,8,247,Georgia
Avery Gach,6-5 ,290,OT,Wylie E. Groves,Franklin,MI,0.9,NA,20,5,247,Georgia
Nick Brooks,6-7 ,345,OT,Grayson,Loganville,GA,0.9,NA,29,44,247,Georgia
Damola Ajidahun,6-6 ,280,OT,Duluth,Duluth,GA,0.9,NA,30,48,247,Georgia
Dennis Uzochukwu,6-6 ,285,OT,Peachtree Ridge,Suwanee,GA,0.9,NA,33,55,247,Georgia
Mal Waldrep,6-5 ,320,OT,Central,Phenix City,AL,0.9,NA,37,18,247,Georgia
Micah DeBose,6-5 ,315,OT,Theodore,Theodore,AL,0.89,NA,28,19,247,Georgia
Juju Marks,6-6 ,290,OT,Olathe South,Olathe,KS,0.89,NA,40,7,247,Georgia
Jaelyne Matthews,6-5 ,305,OT,Toms River North,Toms River,NJ,0.88,NA,52,19,247,Georgia
Jayden Elijah,6-7 ,265,OT,Matawan Regional,Matawan,NJ,0.88,NA,56,22,247,Georgia
Brett Bordelon,6-4 ,260,OT,Isidore Newman,New Orleans,LA,0.87,NA,67,29,247,Georgia
Jahari Medlock,6-6 ,278,OT,Charles Drew,Riverdale,GA,0.87,NA,86,125,247,Georgia
Saquon Miles,6-6 ,300,OT,Hinds C.C.,Raymond,MS,0.87,16,1,9,247,Georgia
Jaylan Beckley,6-3.5 ,290,OT,Trinity Christian Academy,Addison,TX,0.86,NA,102,201,247,Georgia
Laderion Williams,6-4 ,311,OT,Douglas County,Douglasville,GA,NA,NA,NA,NA,247,Georgia
Michael Carroll,6-6 ,315,IOL,IMG Academy,Bradenton,FL,0.98,12,1,1,247,Georgia
Malachi Goodman,6-5.5 ,320,IOL,Paramus Catholic,Paramus,NJ,0.98,19,5,1,247,Georgia
Alai Kalaniuvalu,6-4 ,300,IOL,Bishop Gorman,Las Vegas,NV,0.94,111,5,2,247,Georgia
Seuseu Alofaituli,6-3 ,280,IOL,Bishop Gorman,Las Vegas,NV,0.93,163,10,4,247,Georgia
Cortez Smith,6-3 ,310,IOL,Parkview,Lilburn,GA,0.92,188,11,27,247,Georgia
Chauncey Gooden,6-4 ,320,IOL,Lipscomb Academy,Nashville,TN,0.92,199,12,3,247,Georgia
Henry Fenuku,6-3 ,265,IOL,North Crowley,Fort Worth,TX,0.91,NA,18,36,247,Georgia
Peyton Joseph,6-3 ,309,IOL,Houston County,Warner Robins,GA,0.9,NA,19,43,247,Georgia
Champ Taulealea,6-4 ,325,IOL,Valley Christian,San Jose,CA,0.9,NA,22,31,247,Georgia
Hardy Watts,6-6 ,290,IOL,Dexter Southfield,Brookline,MA,0.9,NA,23,1,247,Georgia
Amir Leonard-Jean Charles,6-4 ,305,IOL,Lipscomb Academy,Nashville,TN,0.89,NA,61,16,247,Georgia
Dontrell Glover,6-2 ,315,IOL,Langston Hughes,Fairburn,GA,0.89,NA,33,65,247,Georgia
Jayvon McFadden,6-5 ,300,IOL,Riverdale Baptist,Upper Marlboro,MD,0.89,NA,35,19,247,Georgia
Mason Short,6-5.5 ,305,IOL,Evans,Evans,GA,0.88,NA,38,73,247,Georgia
Kaden Strayhorn,6-2.5 ,285,IOL,IMG Academy,Bradenton,FL,0.88,NA,40,76,247,Georgia
Kail Ellis,6-4 ,285,IOL,Cass,Cartersville,GA,0.87,NA,61,95,247,Georgia
Gavin Crawford,6-3 ,300,IOL,Good Counsel,Olney,MD,0.87,NA,68,34,247,Georgia
Warren Nolen,6-3.5 ,320,IOL,Willis,Willis,TX,0.83,NA,219,346,247,Georgia
Atamai Matau,6-2 ,310,IOL,St. Francis,Mountain View,CA,0.79,NA,285,351,247,Georgia
Daniel Davis,6-4 ,340,IOL,Western,Fort Lauderdale,FL,NA,NA,NA,NA,247,Georgia
Isaiah Gibson,6-3.5 ,270,Edge,Warner Robins,Warner Robins,GA,0.98,14,1,3,247,Georgia
Hayden Lowe,6-4.5 ,250,Edge,Oaks Christian,Westlake Village,CA,0.98,16,2,2,247,Georgia
Darren Ikinnagbon,6-5 ,251,Edge,Hillside,Hillside,NJ,0.97,36,7,3,247,Georgia
Chase Linton,6-4 ,215,Edge,North Atlanta,Atlanta,GA,0.97,44,4,7,247,Georgia
Bryce Davis,6-3 ,260,Edge,Grimsley,Greensboro,NC,0.96,63,5,3,247,Georgia
Christopher Burgess Jr.,6-3 ,265,Edge,Simeon,Chicago,IL,0.96,69,11,3,247,Georgia
Jared Smith,6-6.5 ,235,Edge,Thompson,Alabaster,AL,0.96,71,7,3,247,Georgia
Javion Hilson,6-3.5 ,235,Edge,Cocoa,Cocoa,FL,0.95,79,8,10,247,Georgia
Mariyon Dye,6-5 ,270,Edge,Elkhart,Elkhart,IN,0.95,94,12,2,247,Georgia
Jakaleb Faulk,6-3 ,225,Edge,Highland Home,Highland Home,AL,0.94,112,8,5,247,Georgia
Zion Grady,6-4 ,235,Edge,Enterprise,Enterprise,AL,0.94,114,13,6,247,Georgia
Chad Woodfork,6-4 ,220,Edge,Summer Creek,Humble,TX,0.93,144,15,28,247,Georgia
LaJesse Harrold,6-5 ,215,Edge,Gaither,Tampa,FL,0.93,150,16,16,247,Georgia
Nasir Wyatt,6-2 ,220,Edge,Mater Dei,Santa Ana,CA,0.92,202,18,18,247,Georgia
Javeon Campbell,6-5 ,265,Edge,Western Hills,Frankfort,KY,0.9,NA,32,2,247,Georgia
Cedric Works,6-4 ,220,Edge,Frederick Douglass,Lexington,KY,0.9,NA,34,4,247,Georgia
Chinedu Onyeagoro,6-2 ,220,Edge,King/Drew Magnet,Los Angeles,CA,0.9,NA,35,32,247,Georgia
Cortez Harris,6-2 ,200,Edge,Riverdale Baptist,Upper Marlboro,MD,0.89,NA,38,14,247,Georgia
Julius Holly,6-3 ,230,Edge,Alpharetta,Alpharetta,GA,0.89,NA,45,61,247,Georgia
Tylon Lee,6-4 ,245,Edge,Pace,Milton,FL,0.89,NA,62,62,247,Georgia
Brandon Thomas,6-3.5 ,200,Edge,Miami Carol City,Opa Locka,FL,0.85,NA,127,196,247,Georgia
Elijah Griffin,6-5 ,300,DL,Savannah Christian Prep,Savannah,GA,1,3,1,1,247,Georgia
Amare Adams,6-4 ,315,DL,South Florence,Florence,SC,0.98,7,2,1,247,Georgia
Justus Terry,6-5 ,290,DL,Manchester,Manchester,GA,0.98,13,3,2,247,Georgia
Malik Autry,6-5.5 ,330,DL,Opelika,Opelika,AL,0.98,25,4,2,247,Georgia
Isaiah Campbell,6-4 ,280,DL,Southern,Durham,NC,0.97,34,6,2,247,Georgia
Kevin Wynn,6-2 ,340,DL,Greene County,Greensboro,GA,0.96,60,9,11,247,Georgia
Jahkeem Stewart,6-6 ,270,DL,Edna Karr,New Orleans,LA,0.95,95,13,2,247,Georgia
Jourdin Crawford,6-1.5 ,300,DL,Parker,Birmingham,AL,0.94,116,14,7,247,Georgia
Myron Charles,6-4 ,295,DL,Port Charlotte,Port Charlotte,FL,0.94,138,17,15,247,Georgia
Zahir Mathis,6-6 ,225,DL,Imhotep Institute,Philadelphia,PA,0.93,166,20,4,247,Georgia
Tavaris Dice,6-4 ,295,DL,Langston Hughes,Fairburn,GA,0.93,167,19,23,247,Georgia
Jalen Wiggins,6-4.5 ,255,DL,Rickards,Tallahassee,FL,0.92,192,20,20,247,Georgia
Christian Garrett,6-3.5 ,285,DL,Prince Avenue Christian School,Bogart,GA,0.92,206,21,29,247,Georgia
Ethan Utley,6-3.5 ,265,DL,Ensworth,Nashville,TN,0.92,207,22,5,247,Georgia
Josiah Sharma,6-4.5 ,325,DL,Folsom,Folsom,CA,0.92,214,24,21,247,Georgia
Joseph Mbatchou,6-4.5 ,275,DL,Grayson,Loganville,GA,0.91,238,25,34,247,Georgia
Andrew Maddox,6-3 ,265,DL,Oak Grove,Hattiesburg,MS,0.91,NA,29,10,247,Georgia
Kamauryn Morgan,6-4 ,230,DL,South Oak Cliff,Dallas,TX,0.91,NA,28,38,247,Georgia
Ari Watford,6-5 ,220,DL,Maury,Norfolk,VA,0.9,NA,30,8,247,Georgia
Maxwell Roy,6-3 ,285,DL,St. Joseph's Prep,Philadelphia,PA,0.9,NA,33,8,247,Georgia
Zavion Hardy,6-6 ,280,DL,East Mississippi C.C.,Scooba,MS,0.9,1,1,1,247,Georgia
Caleb Williams,6-5.5 ,250,DL,Matoaca,Chesterfield,VA,0.89,NA,38,14,247,Georgia
Kevin Oatis,6-2 ,295,DL,Hattiesburg,Hattiesburg,MS,0.89,NA,40,15,247,Georgia
Jarquez Carter,6-2 ,284,DL,Newberry,Newberry,FL,0.89,NA,41,46,247,Georgia
Brandon Brown,6-1.5 ,286,DL,Eau Gallie,Melbourne,FL,0.89,NA,43,54,247,Georgia
Trent Wilson,6-3 ,270,DL,Wise,Upper Marlboro,MD,0.89,NA,45,15,247,Georgia
Reginald Vaughn,6-2 ,260,DL,Hartfield Academy,Flowood,MS,0.89,NA,46,16,247,Georgia
Kalen Edwards,6-4 ,315,DL,Dyersburg,Dyersburg,TN,0.89,NA,47,12,247,Georgia
Charles House,6-3 ,288,DL,North Mecklenburg,Huntersville,NC,0.89,NA,48,11,247,Georgia
Braxton Kyle,6-4 ,320,DL,North Gwinnett,Suwanee,GA,0.89,NA,51,62,247,Georgia
Stephon Shivers,6-4.5 ,365,DL,Brentwood Academy,Brentwood,TN,0.89,NA,53,13,247,Georgia
Trajen Odom,6-4 ,285,DL,Weddington,Matthews,NC,0.89,NA,57,13,247,Georgia
Floyd Boucard,6-3 ,315,DL,Miami Central,Miami,FL,0.88,NA,64,64,247,Georgia
Samuel Cohen,6-3 ,245,DL,Huguenot,Richmond,VA,0.88,NA,74,24,247,Georgia
Zion Williams,6-4 ,295,DL,Lufkin,Lufkin,TX,0.88,NA,77,98,247,Georgia
Christian Ingram,6-6 ,290,DL,Newton,Covington,GA,0.88,NA,80,85,247,Georgia
Jeramiah McCloud,6-3 ,280,DL,Lee County,Leesburg,GA,0.88,NA,86,90,247,Georgia
Walter Mathis,6-3 ,285,DL,Calvary Day School,Savannah,GA,0.87,NA,98,106,247,Georgia
JJ Hanne,6-5 ,280,DL,Santa Margarita Catholic,Rancho Santa Margarita,CA,0.87,NA,111,96,247,Georgia
Eric Thomas,6-4.5 ,325,DL,Northwestern,Miami,FL,0.87,NA,112,112,247,Georgia
Kelten Mickell,6-2 ,300,DL,Jones College,Ellisville,MS,0.87,15,8,8,247,Georgia
Davion Dixon,6-2 ,290,DL,Miami Palmetto,Miami,FL,0.86,NA,115,122,247,Georgia
Josiah Victor,6-1 ,300,DL,Grayson,Loganville,GA,0.86,NA,124,133,247,Georgia
Sichan John,6-2.5 ,290,DL,Hebron Christian Academy,Dacula,GA,0.86,NA,127,135,247,Georgia
Kyler Garcia,6-3.5 ,280,DL,Pearl-Cohn,Nashville,TN,0.86,NA,142,30,247,Georgia
Nahsir Taylor,6-2 ,250,DL,Riverdale Baptist,Upper Marlboro,MD,0.84,NA,217,59,247,Georgia
Tarrell Greene,6-1 ,260,DL,Dillard,Fort Lauderdale,FL,NA,NA,NA,NA,247,Georgia
Zayden Walker,6-1.5 ,225,LB,Schley County,Ellaville,GA,0.98,22,1,5,247,Georgia
Tyler Lockhart,6-3 ,200,LB,Winona,Winona,MS,0.95,96,5,6,247,Georgia
Riley Pettijohn,6-1.5 ,215,LB,McKinney,McKinney,TX,0.95,101,6,23,247,Georgia
Noah Mikhail,6-2.5 ,225,LB,Bonita,La Verne,CA,0.94,129,9,10,247,Georgia
Jaiden Braker,6-3 ,212,LB,South Gwinnett,Snellville,GA,0.93,153,12,20,247,Georgia
Tavion Wallace,6-1 ,215,LB,Appling County,Baxley,GA,0.92,185,16,25,247,Georgia
Christian Gass,6-2.5 ,215,LB,Eastside,Covington,GA,0.91,229,21,32,247,Georgia
Ty Jackson,6-1 ,200,LB,Seminole Ridge,Loxahatchee,FL,0.91,NA,25,28,247,Georgia
Anthony Kruah,6-2 ,210,LB,Marietta,Marietta,GA,0.91,NA,26,40,247,Georgia
Tarvos Alford,6-2 ,210,LB,Vero Beach,Vero Beach,FL,0.9,NA,31,32,247,Georgia
Nathaniel Owusu-Boateng,6-0.5 ,205,LB,IMG Academy,Bradenton,FL,0.9,NA,32,33,247,Georgia
Jadon Perlotte,6-2.5 ,202,LB,Buford,Buford,GA,0.9,NA,33,45,247,Georgia
Luke Metz,6-3 ,220,LB,Mill Creek,Hoschton,GA,0.89,NA,45,56,247,Georgia
Elijah Melendez,6-2 ,225,LB,Osceola,Kissimmee,FL,0.89,NA,50,48,247,Georgia
Logan Anderson,6-2 ,218,LB,Fyffe,Fyffe,AL,0.89,NA,56,21,247,Georgia
Kamar Archie,6-1 ,225,LB,Hun School,Princeton,NJ,0.89,NA,59,13,247,Georgia
Landon McComber,6-2 ,210,LB,Bishop Gorman,Las Vegas,NV,0.89,NA,60,7,247,Georgia
Weston Port,6-2 ,225,LB,San Juan Hills,San Juan Capistrano,CA,0.88,NA,69,49,247,Georgia
Mark Iheanachor,6-2 ,215,LB,Narbonne,Harbor City,CA,0.88,NA,70,52,247,Georgia
Brett Clatterbaugh,6-2 ,220,LB,Eastern View,Culpeper,VA,0.88,NA,71,18,247,Georgia
Kelvion Riggins,5-11.5 ,205,LB,Forney,Forney,TX,0.88,NA,91,109,247,Georgia
Devin Sanchez,6-2 ,180,CB,North Shore,Houston,TX,0.99,5,1,2,247,Georgia
Dijon Lee,6-4 ,190,CB,Mission Viejo,Mission Viejo,CA,0.98,15,2,1,247,Georgia
Na'eem Offord,6-1 ,185,CB,Parker,Birmingham,AL,0.98,17,3,1,247,Georgia
Ben Hanks Jr.,6-1 ,170,CB,Booker T. Washington,Miami,FL,0.97,38,6,4,247,Georgia
Chuck McDonald,6-0.5 ,190,CB,Mater Dei,Santa Ana,CA,0.96,45,7,4,247,Georgia
Trey McNutt,6-0 ,180,CB,Shaker Heights,Cleveland,OH,0.96,73,4,4,247,Georgia
Shamari Earls,6-2 ,180,CB,Thomas Dale,Chester,VA,0.95,77,9,1,247,Georgia
Graceson Littleton,6-0 ,180,CB,Wiregrass Ranch,Wesley Chapel,FL,0.95,81,10,11,247,Georgia
Daryus Dixson,6-0 ,180,CB,Mater Dei,Santa Ana,CA,0.95,88,11,7,247,Georgia
Trystan Haynes,6-2 ,175,CB,Carl Albert,Oklahoma City,OK,0.95,100,13,1,247,Georgia
Donovan Starr,6-0 ,176,CB,Ravenwood,Brentwood,TN,0.94,136,18,1,247,Georgia
Mark Zackery IV,5-10.5 ,164,CB,Ben Davis,Indianapolis,IN,0.93,177,21,4,247,Georgia
Blake Woodby,5-10.5 ,175,CB,St. Frances Academy,Baltimore,MD,0.92,181,23,6,247,Georgia
Jontae Gilbert,6-1 ,185,CB,Douglass,Atlanta,GA,0.92,186,17,26,247,Georgia
Alex Graham,6-1 ,186,CB,Cass Technical,Detroit,MI,0.91,236,27,3,247,Georgia
Dawayne Galloway,6-1 ,175,CB,Marion-Franklin,Columbus,OH,0.9,NA,30,12,247,Georgia
Jaboree Antoine,6-1 ,170,CB,Westgate,New Iberia,LA,0.9,NA,34,12,247,Georgia
Cobey Sellers,5-11.5 ,175,CB,Shadow Creek,Pearland,TX,0.9,NA,35,43,247,Georgia
Deyjhon Pettaway,5-10 ,175,CB,Paetow,Katy,TX,0.9,NA,27,45,247,Georgia
Chris Ewald,6-0 ,165,CB,Chaminade-Madonna,Hollywood,FL,0.9,NA,36,37,247,Georgia
Dominick Kelly,6-1 ,175,CB,IMG Academy,Bradenton,FL,0.9,NA,37,39,247,Georgia
Cameron Miller,5-11 ,165,CB,Winslow Township,Atco,NJ,0.89,NA,61,12,247,Georgia
Onis Konanbanny,6-1 ,180,CB,Heathwood Hall Episcopal School,Columbia,SC,0.89,NA,53,11,247,Georgia
Devin Williams,5-10 ,165,CB,Buford,Buford,GA,0.88,NA,56,74,247,Georgia
Shamar Arnoux,6-2 ,175,CB,Carrollton,Carrollton,GA,0.88,NA,59,76,247,Georgia
Jaylen Bell,5-11 ,170,CB,Grayson,Loganville,GA,0.87,NA,73,97,247,Georgia
Draden Fullbright,5-10.5 ,160,CB,North Crowley,Fort Worth,TX,0.87,NA,88,138,247,Georgia
DJ Pickett,6-4 ,178,S,Zephyrhills,Zephyrhills,FL,0.98,24,5,2,247,Georgia
Rashad Johnson,6-2 ,200,S,South Sumter,Bushnell,FL,0.95,83,5,12,247,Georgia
Hylton Stubbs,6-1 ,190,S,Mandarin,Jacksonville,FL,0.95,93,6,13,247,Georgia
Faheem Delane,6-2.5 ,195,S,Our Lady Good Counsel HS,Olney,MD,0.95,99,8,3,247,Georgia
Anquon Fegans,6-1 ,180,S,Thompson,Alabaster,AL,0.94,110,9,4,247,Georgia
Todd Robinson,5-11 ,195,S,Valdosta,Valdosta,GA,0.94,123,4,14,247,Georgia
Kainoa Winston,5-10 ,185,S,Gonzaga College,Washington,DC,0.94,130,10,1,247,Georgia
Eric Winters,6-2 ,200,S,Enterprise,Enterprise,AL,0.94,132,11,9,247,Georgia
Rasean Dinkins,5-10.5 ,175,S,Warner Robins,Warner Robins,GA,0.93,165,14,22,247,Georgia
Matai Tagoa'i,6-3 ,190,S,San Clemente,San Clemente,CA,0.93,168,14,14,247,Georgia
Lagonza Hayward,6-1 ,200,S,Toombs County,Lyons,GA,0.93,170,15,24,247,Georgia
Andrew Purcell,5-10 ,185,S,Enterprise,Enterprise,AL,0.93,173,20,10,247,Georgia
Ladarian Clardy,5-10.5 ,175,S,Escambia,Pensacola,FL,0.91,NA,23,31,247,Georgia
Martels Carter Jr.,6-0.5 ,190,S,Paducah Tilghman,Paducah,KY,0.9,NA,25,3,247,Georgia
Jaylan Morgan,6-0 ,180,S,Rockvale,Rockvale,TN,0.9,NA,29,10,247,Georgia
Zelus Hicks,6-2 ,190,S,Carrollton,Carrollton,GA,0.9,NA,30,50,247,Georgia
Anthony Sacca,6-3 ,225,S,St. Joseph's Prep,Philadelphia,PA,0.89,NA,53,12,247,Georgia
Omarion Robinson,6-0 ,171,S,Parkview Magnet,Little Rock,AR,0.88,NA,49,3,247,Georgia
Jovan Clark,6-0 ,195,S,Morgan Park,Chicago,IL,0.87,NA,101,23,247,Georgia
Osiris Gilbert,5-9.5 ,165,S,Peachtree Ridge,Suwanee,GA,0.85,NA,164,205,247,Georgia
Quincy Porter,6-3 ,200,ATH,Bergen Catholic,Oradell,NJ,0.98,31,4,2,247,Georgia
Vernell Brown III,5-11 ,170,ATH,Jones,Orlando,FL,0.97,35,5,3,247,Georgia
Brandon Finney,6-2 ,185,ATH,McDonogh School,Owings Mills,MD,0.96,47,8,1,247,Georgia
Tae Harris,5-10 ,200,ATH,Cedartown,Cedartown,GA,0.96,57,3,10,247,Georgia
Dallas Golden,6-0 ,176,ATH,Berkeley Prep,Tampa,FL,0.93,169,7,18,247,Georgia
Matthew Outten,6-0 ,200,ATH,I.C. Norcom,Portsmouth,VA,0.92,196,10,4,247,Georgia
Phillip Wright,5-11 ,175,ATH,Destrehan,Destrehan,LA,0.91,NA,37,10,247,Georgia
Jahmir Joseph,6-0 ,185,ATH,St. Joseph Regional,Montvale,NJ,0.9,NA,29,6,247,Georgia
CJ May,6-4 ,225,ATH,Highland Home,Highland Home,AL,0.9,NA,32,16,247,Georgia
Zymear Smith,5-11.5 ,170,ATH,North Caroline,Ridgely,MD,0.9,NA,19,13,247,Georgia
Jadyn Hudson,6-1 ,180,ATH,Pittsburg,Pittsburg,CA,0.89,NA,35,36,247,Georgia
Lotzeir Brooks,5-9 ,170,ATH,Millville,Millville,NJ,0.89,NA,60,11,247,Georgia
Jamarion Morrow,5-9 ,180,ATH,Melrose,Memphis,TN,0.89,NA,32,15,247,Georgia
Lamason Waller,6-2 ,170,ATH,Sultana,Hesperia,CA,0.88,NA,90,54,247,Georgia
Raycine Guillory,5-10 ,180,ATH,Aledo,Aledo,TX,0.87,NA,59,117,247,Georgia
Jett White,6-2 ,169,ATH,Edison,Miami,FL,0.87,NA,82,106,247,Georgia
Quentin Murphy,6-1 ,205,ATH,Parkview Magnet,Little Rock,AR,0.87,NA,65,5,247,Georgia
Jayden Anderson,5-11 ,162,ATH,Green Run,Virginia Beach,VA,0.87,NA,145,31,247,Georgia
Gus Ritchey,6-3.5 ,241,ATH,Cary,Cary,NC,0.86,NA,65,30,247,Georgia
Jamauri Brice,5-9 ,187,ATH,Cartersville,Cartersville,GA,0.86,NA,89,128,247,Georgia
Bryce Underwood,6-3.5 ,205,QB,Belleville,Belleville,MI,0.9998,1,1,1,247,Alabama
Keelon Russell,6-3 ,175,QB,Duncanville,Duncanville,TX,0.9997,2,2,1,247,Alabama
Tavien St. Clair,6-4 ,225,QB,Bellefontaine,Bellefontaine,OH,0.9968,7,3,1,247,Alabama
Deuce Knight,6-4.5 ,206,QB,George County,Lucedale,MS,0.9862,28,5,1,247,Alabama
Julian Lewis,6-0.5 ,185,QB,Carrollton,Carrollton,GA,0.9762,50,6,7,247,Alabama
George MacIntyre,6-5.5 ,190,QB,Brentwood Academy,Brentwood,TN,0.9355,150,13,2,247,Alabama
KJ Lacey,6-0 ,175,QB,Saraland,Saraland,AL,0.9336,155,14,11,247,Alabama
Antwann Hill,6-4.5 ,220,QB,Houston County,Warner Robins,GA,0.9272,186,15,26,247,Alabama
Bear Bachmeier,6-1.5 ,225,QB,Murrieta Valley,Murrieta,CA,0.8933,422,28,33,247,Alabama
Harlem Berry,5-11 ,175,RB,St Martin's Episcopal School,Metairie,LA,0.9919,15,1,1,247,Alabama
Akylin Dear,6-1 ,200,RB,Quitman,Quitman,MS,0.9729,53,2,3,247,Alabama
Ousmane Kromah,6-0 ,205,RB,Lee County,Leesburg,GA,0.9622,76,4,10,247,Alabama
Anthony Rogers,5-8 ,190,RB,Carver,Montgomery,AL,0.9505,97,5,7,247,Alabama
Shekai Mills-Knight,6-1 ,217,RB,Baylor School,Chattanooga,TN,0.9366,146,6,1,247,Alabama
Girard Pringle Jr.,5-10 ,182,RB,Armwood,Seffner,FL,0.9359,148,7,24,247,Alabama
Bo Jackson,6-0 ,205,RB,Villa Angela-St. Joseph,Cleveland,OH,0.932,160,10,6,247,Alabama
Jordon Davison,6-0 ,216,RB,Mater Dei,Santa Ana,CA,0.9299,171,12,14,247,Alabama
Byron Louis,5-11 ,200,RB,American Heritage,Fort Lauderdale,FL,0.9253,196,15,30,247,Alabama
Alvin Henderson,5-9 ,200,RB,Elba,Elba,AL,0.9214,210,16,14,247,Alabama
Tory Blaylock,5-10 ,195,RB,Atascocita,Humble,TX,0.9112,266,17,35,247,Alabama
Jasper Parker,6-0 ,189,RB,Archbishop Shaw,Marrero,LA,0.9075,283,19,10,247,Alabama
Waltez Clark,6-1 ,194,RB,Plant,Tampa,FL,0.9032,313,24,47,247,Alabama
